CSD Code,Census subdivision (CSD) name,2011 Income Score,2011 Education Score,2011 Housing Score,2011 Labour Force Activity Score,2011 CWB Score,2011 Global Non-Response,Province,Type of Collectivity,2011 NHS Population
1103025,Summerside,82,56,96,83,79,32%,Prince Edward Island,Non-Aboriginal,14395
1103026,Lot 15,88,51,95,89,81,46%,Prince Edward Island,Non-Aboriginal,1120
1103028,Lot 16,80,60,97,86,81,46%,Prince Edward Island,Non-Aboriginal,730
1103029,Wellington,82,50,84,87,76,34%,Prince Edward Island,Non-Aboriginal,375
1103031,Lot 14,78,61,97,81,79,39%,Prince Edward Island,Non-Aboriginal,695
1103034,Lot 12,73,62,94,86,79,48%,Prince Edward Island,Non-Aboriginal,635
1103035,Lennox Island 1,67,48,79,78,68,8%,Prince Edward Island,First Nation,290
1103042,O'Leary,72,49,95,84,75,44%,Prince Edward Island,Non-Aboriginal,750
1103048,Lot  7,83,57,91,80,78,36%,Prince Edward Island,Non-Aboriginal,475
1103049,Lot  5,86,50,96,82,78,46%,Prince Edward Island,Non-Aboriginal,1300
1103051,Lot  4,84,53,95,88,80,50%,Prince Edward Island,Non-Aboriginal,1100
1103054,Lot  3,75,44,93,89,75,50%,Prince Edward Island,Non-Aboriginal,860
1103056,Lot  2,74,37,98,88,74,42%,Prince Edward Island,Non-Aboriginal,1515
1103059,Tignish,86,33,99,80,74,47%,Prince Edward Island,Non-Aboriginal,655
1103062,Miminegash,,,,,68,49%,Prince Edward Island,Non-Aboriginal,170
1201001,Barrington,79,43,94,82,75,49%,Nova Scotia,Non-Aboriginal,6970
1201004,Clark's Harbour,77,34,92,69,68,48%,Nova Scotia,Non-Aboriginal,820
1201008,Shelburne,79,55,92,75,75,37%,Nova Scotia,Non-Aboriginal,1665
1202001,Argyle,82,48,96,85,78,37%,Nova Scotia,Non-Aboriginal,8180
1202004,Yarmouth,82,55,94,84,79,44%,Nova Scotia,Non-Aboriginal,9995
1202006,Yarmouth,79,50,93,80,76,29%,Nova Scotia,Non-Aboriginal,6465
1202040,Yarmouth 33,,,,,66,36%,Nova Scotia,First Nation,155
1203001,Clare,81,50,94,83,77,36%,Nova Scotia,Non-Aboriginal,8135
1203004,Digby,75,47,87,77,71,31%,Nova Scotia,Non-Aboriginal,7440
1203006,Digby,76,48,93,77,73,44%,Nova Scotia,Non-Aboriginal,2030
1203009,Bear River (Part) 6,,,,,66,19%,Nova Scotia,First Nation,100
1204010,Queens,81,51,93,78,76,38%,Nova Scotia,Non-Aboriginal,10745
1205001,"Annapolis, Subd. D",81,51,92,77,75,38%,Nova Scotia,Non-Aboriginal,2900
1205004,"Annapolis, Subd. A",77,52,91,72,73,47%,Nova Scotia,Non-Aboriginal,5940
1205008,Annapolis Royal,87,67,96,77,82,45%,Nova Scotia,Non-Aboriginal,475
1205009,"Annapolis, Subd. B",79,56,91,80,77,41%,Nova Scotia,Non-Aboriginal,3470
1205014,"Annapolis, Subd. C",81,53,95,82,78,39%,Nova Scotia,Non-Aboriginal,4990
1205016,Middleton,84,63,96,83,81,38%,Nova Scotia,Non-Aboriginal,1670
1206001,Lunenburg,83,53,94,83,78,24%,Nova Scotia,Non-Aboriginal,24965
1206004,Bridgewater,82,57,95,81,79,16%,Nova Scotia,Non-Aboriginal,7940
1206006,Lunenburg,81,66,94,85,82,30%,Nova Scotia,Non-Aboriginal,2125
1206008,Mahone Bay,89,63,99,79,82,28%,Nova Scotia,Non-Aboriginal,880
1206009,Chester,86,58,94,84,81,37%,Nova Scotia,Non-Aboriginal,10470
1206011,Gold River 21,,,,,64,11%,Nova Scotia,First Nation,80
1207001,"Kings, Subd. A",83,56,95,83,79,30%,Nova Scotia,Non-Aboriginal,21785
1207002,Cambridge 32,,,,,64,13%,Nova Scotia,First Nation,145
1207004,Berwick,82,59,93,82,79,31%,Nova Scotia,Non-Aboriginal,2180
1207011,"Kings, Subd. C",82,56,96,83,79,25%,Nova Scotia,Non-Aboriginal,8255
1207012,Kentville,84,66,96,82,82,18%,Nova Scotia,Non-Aboriginal,5850
1207016,"Kings, Subd. B",83,58,92,82,79,28%,Nova Scotia,Non-Aboriginal,11930
1207021,"Kings, Subd. D",83,58,92,83,79,30%,Nova Scotia,Non-Aboriginal,5145
1207024,Wolfville,86,75,96,80,84,35%,Nova Scotia,Non-Aboriginal,4010
1208001,West Hants,85,56,94,84,80,31%,Nova Scotia,Non-Aboriginal,14135
1208002,Windsor,82,55,95,79,78,37%,Nova Scotia,Non-Aboriginal,3380
1208004,Hantsport,83,54,94,84,79,48%,Nova Scotia,Non-Aboriginal,1150
1208008,East Hants,85,59,95,86,81,29%,Nova Scotia,Non-Aboriginal,22075
1208014,Indian Brook 14,53,53,70,70,61,7%,Nova Scotia,First Nation,1085
1209019,Cole Harbour 30,,,,,79,15%,Nova Scotia,First Nation,170
1209034,Halifax,90,68,96,87,85,25%,Nova Scotia,Non-Aboriginal,384335
1210001,"Colchester, Subd. C",82,53,94,86,79,31%,Nova Scotia,Non-Aboriginal,13255
1210002,Stewiacke,85,47,95,89,79,41%,Nova Scotia,Non-Aboriginal,1440
1210003,Millbrook 27,64,52,82,73,68,7%,Nova Scotia,First Nation,790
1210006,Truro,84,58,94,83,80,26%,Nova Scotia,Non-Aboriginal,11580
1210008,"Colchester, Subd. B",83,58,94,85,80,30%,Nova Scotia,Non-Aboriginal,19420
1211009,"Cumberland, Subd. C",83,58,95,84,80,29%,Nova Scotia,Non-Aboriginal,5260
1211011,Amherst,83,53,92,83,78,26%,Nova Scotia,Non-Aboriginal,9400
1212001,"Pictou, Subd. A",85,55,95,84,80,42%,Nova Scotia,Non-Aboriginal,6355
1212006,"Pictou, Subd. B",88,56,96,85,81,41%,Nova Scotia,Non-Aboriginal,5785
1212008,Westville,78,51,88,77,74,25%,Nova Scotia,Non-Aboriginal,3840
1212009,Stellarton,82,57,91,82,78,33%,Nova Scotia,Non-Aboriginal,4405
1212011,"Pictou, Subd. C",87,57,92,81,79,29%,Nova Scotia,Non-Aboriginal,8850
1212014,New Glasgow,85,59,92,80,79,19%,Nova Scotia,Non-Aboriginal,9230
1212016,Trenton,78,54,88,83,76,34%,Nova Scotia,Non-Aboriginal,2660
1212019,Fisher's Grant 24,52,47,85,77,65,8%,Nova Scotia,First Nation,465
1213001,St. Mary's,80,46,95,81,75,44%,Nova Scotia,Non-Aboriginal,2290
1213004,Guysborough,80,44,92,78,74,37%,Nova Scotia,Non-Aboriginal,4160
1213006,Canso,77,37,91,70,69,28%,Nova Scotia,Non-Aboriginal,785
1213008,Mulgrave,77,50,93,82,76,44%,Nova Scotia,Non-Aboriginal,790
1214001,"Antigonish, Subd. A",88,69,96,87,85,23%,Nova Scotia,Non-Aboriginal,8225
1214002,Antigonish,89,69,95,86,85,29%,Nova Scotia,Non-Aboriginal,4310
1214006,"Antigonish, Subd. B",82,58,94,85,80,30%,Nova Scotia,Non-Aboriginal,6440
1214010,Pomquet And Afton 23,48,46,85,72,63,9%,Nova Scotia,First Nation,375
1215002,Port Hawkesbury,89,64,96,82,83,41%,Nova Scotia,Non-Aboriginal,3300
1215006,"Inverness, Subd. B",83,57,95,80,79,38%,Nova Scotia,Non-Aboriginal,5025
1215008,Whycocomagh 2,48,55,83,64,62,15%,Nova Scotia,First Nation,810
1215011,"Inverness, Subd. A",83,51,92,82,77,29%,Nova Scotia,Non-Aboriginal,5165
1216001,"Richmond, Subd. C",82,50,93,81,76,41%,Nova Scotia,Non-Aboriginal,3290
1216006,"Richmond, Subd. A",85,56,93,81,79,48%,Nova Scotia,Non-Aboriginal,3855
1216014,Chapel Island 5,60,50,80,65,64,3%,Nova Scotia,First Nation,480
1217008,Membertou 28B,63,63,90,75,73,11%,Nova Scotia,First Nation,910
1217020,Eskasoni 3,48,49,72,63,58,8%,Nova Scotia,First Nation,3305
1217030,Cape Breton,82,57,94,78,78,28%,Nova Scotia,Non-Aboriginal,95475
1218001,"Victoria, Subd. B",83,58,92,77,78,38%,Nova Scotia,Non-Aboriginal,3775
1218003,Wagmatcook 1,46,49,73,64,58,9%,Nova Scotia,First Nation,520
1218006,"Victoria, Subd. A",78,48,90,77,73,35%,Nova Scotia,Non-Aboriginal,2760
1301006,Saint John,84,59,94,84,81,30%,New Brunswick,Non-Aboriginal,67905
1301016,Musquash,84,56,94,83,79,41%,New Brunswick,Non-Aboriginal,1245
1302001,Grand Manan,,,,,70,20%,New Brunswick,Non-Aboriginal,160
1302008,Lepreau,91,51,96,82,80,37%,New Brunswick,Non-Aboriginal,745
1302011,Pennfield,83,56,94,84,79,45%,New Brunswick,Non-Aboriginal,2215
1302012,Blacks Harbour,76,48,90,76,72,30%,New Brunswick,Non-Aboriginal,935
1302016,Saint George,81,49,96,82,77,46%,New Brunswick,Non-Aboriginal,2410
1302018,St. George,85,57,94,86,81,42%,New Brunswick,Non-Aboriginal,1495
1302026,Saint Andrews,88,65,95,84,83,43%,New Brunswick,Non-Aboriginal,1800
1302028,Saint Croix,,,,,83,44%,New Brunswick,Non-Aboriginal,610
1302034,Saint Stephen,78,54,92,87,78,45%,New Brunswick,Non-Aboriginal,2000
1302037,St. Stephen,78,62,95,81,79,27%,New Brunswick,Non-Aboriginal,4715
1302039,Saint James,78,48,90,74,72,43%,New Brunswick,Non-Aboriginal,1325
1302042,Saint David,93,58,94,84,82,33%,New Brunswick,Non-Aboriginal,1475
1302052,Grand Manan,83,55,93,84,79,22%,New Brunswick,Non-Aboriginal,2395
1303001,Blissville,80,51,82,84,74,41%,New Brunswick,Non-Aboriginal,930
1303005,Tracy,78,50,92,85,76,44%,New Brunswick,Non-Aboriginal,605
1303006,Fredericton Junction,83,56,95,89,81,32%,New Brunswick,Non-Aboriginal,720
1303008,Lincoln,86,62,96,92,84,36%,New Brunswick,Non-Aboriginal,6445
1303011,Burton,84,55,94,86,80,23%,New Brunswick,Non-Aboriginal,5180
1303012,Oromocto,88,63,94,91,84,26%,New Brunswick,Non-Aboriginal,8920
1303013,Oromocto 26,60,41,68,68,59,9%,New Brunswick,First Nation,285
1303016,Maugerville,84,56,92,87,80,34%,New Brunswick,Non-Aboriginal,1775
1304014,Johnston,79,45,97,80,75,49%,New Brunswick,Non-Aboriginal,685
1304021,Canning,88,60,98,78,81,39%,New Brunswick,Non-Aboriginal,650
1304022,Minto,78,52,94,69,73,49%,New Brunswick,Non-Aboriginal,2520
1304024,Chipman,79,49,96,72,74,48%,New Brunswick,Non-Aboriginal,1120
1304025,Chipman,79,39,95,71,71,41%,New Brunswick,Non-Aboriginal,1285
1305001,Hammond,,,,,82,44%,New Brunswick,Non-Aboriginal,295
1305006,Hampton,87,64,96,84,83,44%,New Brunswick,Non-Aboriginal,2765
1305007,Hampton,88,67,96,88,85,31%,New Brunswick,Non-Aboriginal,4240
1305008,Rothesay,,,,,82,26%,New Brunswick,Non-Aboriginal,275
1305014,Kingston,86,63,95,83,82,49%,New Brunswick,Non-Aboriginal,2940
1305015,Grand Bay-Westfield,90,65,95,89,85,29%,New Brunswick,Non-Aboriginal,5100
1305016,Norton,87,52,96,84,80,45%,New Brunswick,Non-Aboriginal,1285
1305018,Norton,77,49,95,77,75,34%,New Brunswick,Non-Aboriginal,1290
1305021,Sussex,83,61,93,88,81,39%,New Brunswick,Non-Aboriginal,2575
1305022,Sussex,84,57,94,87,80,26%,New Brunswick,Non-Aboriginal,4215
1305023,Sussex Corner,85,57,94,88,81,23%,New Brunswick,Non-Aboriginal,1545
1305024,Waterford,81,51,95,83,78,40%,New Brunswick,Non-Aboriginal,455
1305026,Cardwell,82,54,97,80,78,47%,New Brunswick,Non-Aboriginal,1605
1305028,Havelock,74,51,92,82,75,35%,New Brunswick,Non-Aboriginal,1130
1305031,Studholm,80,55,95,90,80,41%,New Brunswick,Non-Aboriginal,3555
1305034,Springfield,83,62,93,89,82,45%,New Brunswick,Non-Aboriginal,1470
1305045,Rothesay,96,73,96,88,88,18%,New Brunswick,Non-Aboriginal,11895
1305057,Quispamsis,94,71,98,87,87,18%,New Brunswick,Non-Aboriginal,17650
1306001,Hopewell,76,49,90,81,74,44%,New Brunswick,Non-Aboriginal,635
1306003,Riverside-Albert,,,,,81,35%,New Brunswick,Non-Aboriginal,315
1306006,Alma,,,,,74,37%,New Brunswick,Non-Aboriginal,225
1306011,Hillsborough,83,50,92,86,78,50%,New Brunswick,Non-Aboriginal,1440
1306014,Coverdale,85,60,97,86,82,34%,New Brunswick,Non-Aboriginal,4405
1306020,Riverview,87,66,97,89,85,21%,New Brunswick,Non-Aboriginal,18950
1306025,Hillsborough,85,57,90,75,77,32%,New Brunswick,Non-Aboriginal,1270
1307005,Beaubassin East / Beaubassin-est,86,54,94,81,79,31%,New Brunswick,Non-Aboriginal,6190
1307009,Sackville,86,64,96,87,83,33%,New Brunswick,Non-Aboriginal,5385
1307011,Dorchester,85,53,88,79,76,50%,New Brunswick,Non-Aboriginal,515
1307012,Dorchester,71,53,91,74,72,27%,New Brunswick,Non-Aboriginal,470
1307013,Memramcook,88,58,96,87,82,27%,New Brunswick,Non-Aboriginal,4750
1307016,Shediac,87,58,94,83,81,34%,New Brunswick,Non-Aboriginal,4885
1307019,Moncton,85,58,95,86,81,21%,New Brunswick,Non-Aboriginal,9405
1307022,Moncton,86,64,96,87,83,26%,New Brunswick,Non-Aboriginal,67450
1307024,Salisbury,78,55,94,80,77,44%,New Brunswick,Non-Aboriginal,3360
1307028,Salisbury,80,55,92,88,79,30%,New Brunswick,Non-Aboriginal,2145
1307029,Petitcodiac,78,51,96,88,78,42%,New Brunswick,Non-Aboriginal,1415
1307045,Dieppe,92,68,99,90,87,19%,New Brunswick,Non-Aboriginal,22830
1307052,Shediac,89,54,95,85,81,24%,New Brunswick,Non-Aboriginal,5590
1308001,Dundas,87,53,95,87,80,33%,New Brunswick,Non-Aboriginal,6240
1308003,Buctouche 16,,,,,65,20%,New Brunswick,First Nation,100
1308004,Wellington,81,42,94,80,74,45%,New Brunswick,Non-Aboriginal,3330
1308005,Bouctouche,81,46,98,83,77,29%,New Brunswick,Non-Aboriginal,2210
1308007,Saint-Antoine,84,48,96,85,78,38%,New Brunswick,Non-Aboriginal,1665
1308008,Saint-Paul,74,31,86,78,67,35%,New Brunswick,Non-Aboriginal,865
1308010,Harcourt,79,43,97,86,76,40%,New Brunswick,Non-Aboriginal,385
1308015,Richibucto 15,52,46,77,59,59,4%,New Brunswick,First Nation,1990
1308016,Richibucto,77,41,96,78,73,34%,New Brunswick,Non-Aboriginal,1970
1308017,Rexton,90,59,97,79,81,40%,New Brunswick,Non-Aboriginal,780
1308018,Richibucto,78,42,90,79,72,31%,New Brunswick,Non-Aboriginal,1245
1308019,Saint-Charles,80,48,96,82,76,49%,New Brunswick,Non-Aboriginal,2060
1308020,Indian Island 28,,,,,68,13%,New Brunswick,First Nation,110
1308021,Saint-Louis,81,37,92,73,70,44%,New Brunswick,Non-Aboriginal,1585
1308022,Saint-Louis de Kent,74,36,96,81,72,45%,New Brunswick,Non-Aboriginal,780
1308024,Acadieville,75,37,97,76,71,43%,New Brunswick,Non-Aboriginal,750
1308026,Carleton,81,36,95,83,74,49%,New Brunswick,Non-Aboriginal,775
1309001,Hardwicke,79,38,96,77,72,37%,New Brunswick,Non-Aboriginal,2275
1309006,Chatham,93,66,97,85,85,37%,New Brunswick,Non-Aboriginal,520
1309011,Derby,80,60,91,84,79,39%,New Brunswick,Non-Aboriginal,1015
1309016,Rogersville,79,44,92,86,75,48%,New Brunswick,Non-Aboriginal,1000
1309017,Rogersville,77,32,97,79,71,40%,New Brunswick,Non-Aboriginal,1075
1309019,Blackville,80,57,97,77,78,48%,New Brunswick,Non-Aboriginal,975
1309022,Doaktown,76,51,96,64,72,42%,New Brunswick,Non-Aboriginal,770
1309023,Red Bank 4,68,53,88,65,68,25%,New Brunswick,First Nation,365
1309026,Southesk,81,57,94,83,79,46%,New Brunswick,Non-Aboriginal,1725
1309028,Northesk,85,58,91,77,78,47%,New Brunswick,Non-Aboriginal,2420
1309035,Eel Ground 2,63,47,90,68,67,14%,New Brunswick,First Nation,445
1309036,Alnwick,77,38,90,69,68,36%,New Brunswick,Non-Aboriginal,5880
1309038,Neguac,81,47,96,77,75,47%,New Brunswick,Non-Aboriginal,1595
1309044,Burnt Church 14,51,34,80,56,55,16%,New Brunswick,First Nation,1040
1309050,Miramichi,85,61,94,81,80,31%,New Brunswick,Non-Aboriginal,17370
1310001,New Maryland,88,67,95,88,85,23%,New Brunswick,Non-Aboriginal,2455
1310002,New Maryland,96,79,98,88,91,24%,New Brunswick,Non-Aboriginal,4230
1310004,Manners Sutton,83,60,96,85,81,45%,New Brunswick,Non-Aboriginal,1805
1310005,Harvey,,,,,86,49%,New Brunswick,Non-Aboriginal,335
1310008,North Lake,,,,,73,12%,New Brunswick,Non-Aboriginal,95
1310013,Meductic,,,,,80,8%,New Brunswick,Non-Aboriginal,270
1310018,Kingsclear,92,71,98,90,88,24%,New Brunswick,Non-Aboriginal,7345
1310019,Kingsclear 6,53,44,87,60,61,20%,New Brunswick,First Nation,485
1310021,Queensbury,93,63,95,86,84,46%,New Brunswick,Non-Aboriginal,1255
1310024,Southampton,78,58,96,79,78,48%,New Brunswick,Non-Aboriginal,1475
1310025,Millville,82,57,89,74,76,35%,New Brunswick,Non-Aboriginal,305
1310026,Bright,84,59,94,86,81,35%,New Brunswick,Non-Aboriginal,3065
1310028,Douglas,87,61,94,89,82,32%,New Brunswick,Non-Aboriginal,6065
1310031,Saint Marys,86,63,94,88,83,36%,New Brunswick,Non-Aboriginal,4730
1310032,Fredericton,89,72,95,87,86,24%,New Brunswick,Non-Aboriginal,55145
1310034,Devon 30,58,52,81,73,66,33%,New Brunswick,First Nation,865
1310036,Stanley,78,56,92,79,76,28%,New Brunswick,Non-Aboriginal,905
1310037,Stanley,94,65,94,86,85,44%,New Brunswick,Non-Aboriginal,390
1310054,Nackawic,85,71,92,82,83,46%,New Brunswick,Non-Aboriginal,1050
1311001,Richmond,79,55,91,84,77,40%,New Brunswick,Non-Aboriginal,1360
1311004,Woodstock,83,54,97,87,80,35%,New Brunswick,Non-Aboriginal,2060
1311005,Woodstock 23,67,57,82,83,72,19%,New Brunswick,First Nation,345
1311006,Woodstock,83,59,92,81,79,21%,New Brunswick,Non-Aboriginal,5035
1311012,Hartland,81,61,87,85,79,37%,New Brunswick,Non-Aboriginal,870
1311014,Wakefield,81,59,92,84,79,41%,New Brunswick,Non-Aboriginal,2880
1311018,Wilmot,76,55,92,82,77,45%,New Brunswick,Non-Aboriginal,1035
1311019,Centreville,87,61,96,86,82,43%,New Brunswick,Non-Aboriginal,540
1311021,Simonds,86,54,98,84,81,33%,New Brunswick,Non-Aboriginal,560
1311024,Peel,76,58,97,73,76,34%,New Brunswick,Non-Aboriginal,1215
1311027,Florenceville-Bristol,80,52,94,80,76,40%,New Brunswick,Non-Aboriginal,1755
1311028,Kent,75,53,93,82,76,38%,New Brunswick,Non-Aboriginal,2120
1311031,Wicklow,77,56,95,85,78,46%,New Brunswick,Non-Aboriginal,1780
1312004,Perth,73,47,93,81,73,39%,New Brunswick,Non-Aboriginal,1160
1312006,Perth-Andover,78,59,92,83,78,35%,New Brunswick,Non-Aboriginal,1675
1312007,Tobique 20,52,51,71,63,59,42%,New Brunswick,First Nation,1040
1312008,Gordon,82,51,97,81,78,49%,New Brunswick,Non-Aboriginal,1475
1312009,Plaster Rock,77,51,95,78,75,40%,New Brunswick,Non-Aboriginal,1105
1312011,Lorne,78,47,92,82,75,48%,New Brunswick,Non-Aboriginal,515
1312019,Grand Falls / Grand-Sault,84,52,96,82,79,31%,New Brunswick,Non-Aboriginal,5600
1312023,Drummond,75,47,94,86,75,38%,New Brunswick,Non-Aboriginal,775
1313014,Rivière-Verte,78,47,94,73,73,29%,New Brunswick,Non-Aboriginal,735
1313015,Rivière-Verte,70,33,90,74,67,48%,New Brunswick,Non-Aboriginal,690
1313018,Saint-Basile,83,56,95,88,80,43%,New Brunswick,Non-Aboriginal,715
1313020,St. Basile 10,,,,,76,38%,New Brunswick,First Nation,205
1313022,Saint-Joseph,83,58,98,83,80,39%,New Brunswick,Non-Aboriginal,2295
1313024,Saint-Jacques,84,49,96,80,77,34%,New Brunswick,Non-Aboriginal,1470
1313027,Edmundston,84,57,95,82,79,24%,New Brunswick,Non-Aboriginal,15325
1313032,Saint-Hilaire,,,,,87,16%,New Brunswick,Non-Aboriginal,255
1313033,St. Hilaire,,,,,76,5%,New Brunswick,Non-Aboriginal,70
1313034,Baker Brook,82,53,93,83,78,34%,New Brunswick,Non-Aboriginal,645
1313035,Baker-Brook,80,42,97,86,76,34%,New Brunswick,Non-Aboriginal,520
1313037,Lac Baker,83,58,96,85,80,24%,New Brunswick,Non-Aboriginal,645
1313038,Clair,100,64,91,86,85,36%,New Brunswick,Non-Aboriginal,280
1313039,Clair,75,54,93,82,76,36%,New Brunswick,Non-Aboriginal,890
1313042,Saint-François de Madawaska,79,38,98,87,75,38%,New Brunswick,Non-Aboriginal,525
1314003,Colborne,,,,,75,42%,New Brunswick,Non-Aboriginal,175
1314004,Charlo,85,60,95,75,79,41%,New Brunswick,Non-Aboriginal,1200
1314005,Balmoral,,,,,74,48%,New Brunswick,Non-Aboriginal,625
1314006,Balmoral,,,,,82,39%,New Brunswick,Non-Aboriginal,1735
1314008,Dalhousie,79,53,95,79,77,39%,New Brunswick,Non-Aboriginal,2410
1314010,Eel River 3,63,54,81,75,68,21%,New Brunswick,First Nation,370
1314011,Eel River Crossing,79,48,90,74,73,43%,New Brunswick,Non-Aboriginal,1020
1314012,Addington,79,39,97,70,71,38%,New Brunswick,Non-Aboriginal,2525
1314013,Atholville,84,49,96,79,77,38%,New Brunswick,Non-Aboriginal,1270
1314014,Campbellton,80,51,92,78,75,25%,New Brunswick,Non-Aboriginal,6870
1314015,Tide Head,86,63,97,82,82,27%,New Brunswick,Non-Aboriginal,1035
1314017,Dalhousie,81,51,95,74,75,19%,New Brunswick,Non-Aboriginal,3320
1314025,Belledune,79,40,92,67,69,32%,New Brunswick,Non-Aboriginal,1545
1315001,Saumarez,78,41,93,76,72,36%,New Brunswick,Non-Aboriginal,6850
1315003,Tracadie-Sheila,83,52,92,82,77,25%,New Brunswick,Non-Aboriginal,4700
1315006,Allardville,76,41,90,71,69,42%,New Brunswick,Non-Aboriginal,2065
1315008,Bathurst,84,52,95,80,78,21%,New Brunswick,Non-Aboriginal,4965
1315010,Pabineau 11,,,,,66,20%,New Brunswick,First Nation,170
1315011,Bathurst,85,53,94,80,78,23%,New Brunswick,Non-Aboriginal,11840
1315012,Beresford,81,47,95,81,76,32%,New Brunswick,Non-Aboriginal,6240
1315013,Pointe-Verte,82,39,92,72,71,28%,New Brunswick,Non-Aboriginal,950
1315014,Petit-Rocher,87,54,97,79,79,33%,New Brunswick,Non-Aboriginal,1855
1315015,Beresford,85,54,93,84,79,31%,New Brunswick,Non-Aboriginal,4305
1315016,New Bandon,82,48,93,78,75,45%,New Brunswick,Non-Aboriginal,1230
1315017,Saint-Léolin,71,36,93,67,67,34%,New Brunswick,Non-Aboriginal,485
1315020,Paquetville,84,46,92,86,77,39%,New Brunswick,Non-Aboriginal,660
1315024,Inkerman,75,41,89,72,69,48%,New Brunswick,Non-Aboriginal,3920
1315028,Caraquet,87,62,93,83,81,32%,New Brunswick,Non-Aboriginal,4015
1315031,Shippagan,83,54,95,79,78,47%,New Brunswick,Non-Aboriginal,2415
1315032,Lamèque,80,49,95,86,78,35%,New Brunswick,Non-Aboriginal,1245
1315033,Sainte-Marie-Saint-Raphaël,77,35,90,79,70,45%,New Brunswick,Non-Aboriginal,1085
1315036,Bertrand,78,48,96,83,76,33%,New Brunswick,Non-Aboriginal,1075
1315037,Nigadoo,81,54,94,82,78,22%,New Brunswick,Non-Aboriginal,950
1315038,Grande-Anse,82,45,96,74,74,35%,New Brunswick,Non-Aboriginal,735
1315040,Maisonnette,74,37,91,69,67,37%,New Brunswick,Non-Aboriginal,570
2401023,Les Îles-de-la-Madeleine,81,45,94,81,75,41%,Quebec,Non-Aboriginal,12490
2402005,Percé,76,38,91,74,70,43%,Quebec,Non-Aboriginal,3310
2402010,Sainte-Thérèse-de-Gaspé,71,37,96,76,70,38%,Quebec,Non-Aboriginal,1065
2402015,Grande-Rivière,76,38,94,73,70,30%,Quebec,Non-Aboriginal,3430
2402028,Chandler,80,44,95,74,73,26%,Quebec,Non-Aboriginal,7570
2402047,Port-Daniel--Gascons,73,45,93,70,70,39%,Quebec,Non-Aboriginal,2465
2403005,Gaspé,84,54,94,84,79,25%,Quebec,Non-Aboriginal,14740
2403010,Cloridorme,78,38,93,73,71,23%,Quebec,Non-Aboriginal,735
2403015,Petite-Vallée,,,,,74,13%,Quebec,Non-Aboriginal,175
2403020,Grande-Vallée,82,50,98,77,77,22%,Quebec,Non-Aboriginal,1115
2403025,Murdochville,80,51,94,68,73,48%,Quebec,Non-Aboriginal,755
2404005,Sainte-Madeleine-de-la-Rivière-Madeleine,69,34,84,40,57,45%,Quebec,Non-Aboriginal,325
